D,T,O,H,L,C,V
20190711,14:45:00,248.1000000,248.5000000,248.0700000,248.4100000,89770
20190711,14:50:00,248.4700000,248.4800000,248.2800000,248.3200000,54170
20190711,14:55:00,248.3600000,248.8000000,248.3600000,248.5600000,141840
20190711,15:00:00,248.5100000,248.5400000,248.3000000,248.3100000,133520
20190711,15:05:00,248.3300000,248.4200000,248.2500000,248.3000000,106470
20190711,15:10:00,248.3100000,248.7400000,248.3100000,248.6000000,189210
20190711,15:15:00,248.6000000,248.9700000,248.2800000,248.3100000,384160
20190711,15:20:00,248.2900000,248.4400000,248.1900000,248.2700000,128540
20190711,15:25:00,248.3100000,248.5000000,248.1700000,248.2000000,114410
20190711,15:30:00,248.2200000,248.2300000,247.7800000,247.9600000,186050
20190711,15:35:00,247.9600000,247.9600000,247.3200000,247.4300000,292180
20190711,15:40:00,247.4300000,247.6700000,247.1500000,247.3000000,185150
20190711,15:45:00,247.3200000,247.4200000,246.7000000,246.8000000,430570
20190711,15:50:00,246.8000000,247.3500000,246.6400000,246.9100000,184180
20190711,15:55:00,247.0000000,247.4800000,246.9800000,247.4500000,143210
20190711,16:00:00,247.4500000,247.4600000,247.1800000,247.3700000,61670
20190711,16:05:00,247.4400000,247.5500000,246.8000000,247.0100000,224860
20190711,16:10:00,247.1000000,247.3000000,246.8700000,247.0100000,115250
20190711,16:15:00,247.0000000,247.1100000,246.5700000,246.6100000,286410
20190711,16:20:00,246.7200000,246.9800000,246.6000000,246.8600000,187780
20190711,16:25:00,246.9300000,246.9700000,246.2600000,246.4300000,591400
20190711,16:30:00,246.4300000,246.6700000,246.3700000,246.6700000,109960
20190711,16:35:00,246.5800000,246.8300000,246.5200000,246.7400000,121860
20190711,16:40:00,246.7400000,246.7500000,246.3300000,246.4200000,287220
20190711,16:45:00,246.4700000,246.6500000,246.1800000,246.3000000,349700
20190711,16:50:00,246.3200000,246.3600000,245.9800000,246.0000000,764050
20190711,16:55:00,246.0000000,246.0000000,245.4000000,245.4300000,934940
20190711,17:00:00,245.4500000,246.2500000,245.3700000,245.8900000,1001490
20190711,17:05:00,245.8900000,246.1900000,245.8800000,246.0100000,389980
20190711,17:10:00,246.0200000,246.0500000,245.7500000,245.7600000,433030
20190711,17:15:00,245.7500000,245.7900000,245.4200000,245.5700000,491610
20190711,17:20:00,245.6000000,245.7400000,245.1500000,245.1500000,1129150
20190711,17:25:00,245.1700000,245.6500000,245.0000000,245.6500000,1687470
20190711,17:30:00,245.6600000,246.0100000,245.5000000,245.8600000,1454640
20190711,17:35:00,245.8500000,246.1500000,245.7700000,245.9700000,427400
20190711,17:40:00,246.0000000,246.3000000,245.8500000,245.9600000,449060
20190711,17:45:00,245.9500000,245.9900000,245.5200000,245.5200000,469400
20190711,17:50:00,245.5200000,245.9900000,245.3800000,245.7900000,426160
20190711,17:55:00,245.7900000,246.0900000,245.7200000,245.8500000,1118610
20190711,18:00:00,245.8800000,245.9900000,245.6500000,245.7800000,433630
20190711,18:05:00,245.8000000,245.9000000,245.5100000,245.6600000,353720
20190711,18:10:00,245.6600000,245.6600000,245.5500000,245.6500000,212470
20190711,18:15:00,245.6500000,245.7700000,245.6000000,245.7600000,278260
20190711,18:20:00,245.7600000,245.7700000,245.5000000,245.6200000,372190
20190711,18:25:00,245.5600000,246.3000000,245.5500000,246.0800000,511450
20190711,18:30:00,246.1200000,246.3700000,246.1000000,246.3600000,291160
20190711,18:35:00,246.3500000,246.8900000,246.2900000,246.7800000,338940
20190711,18:40:00,246.7900000,247.2000000,246.7000000,247.1100000,681370
20190711,18:50:00,247.2000000,247.2000000,247.2000000,247.2000000,1218680
20190712,10:05:00,247.0700000,247.8000000,245.9100000,245.9700000,820020
20190712,10:10:00,245.9600000,246.4600000,245.6000000,245.9400000,650060
20190712,10:15:00,245.9400000,246.4100000,245.8400000,245.9600000,355880
20190712,10:20:00,245.8800000,246.0500000,245.7000000,245.8100000,291560
20190712,10:25:00,245.8500000,245.8500000,244.4200000,245.1100000,1178400
20190712,10:30:00,245.1700000,245.7000000,245.0000000,245.2400000,592990
20190712,10:35:00,245.2100000,245.6400000,245.0000000,245.1700000,383050
20190712,10:40:00,245.1700000,245.1700000,244.0000000,244.2500000,1002200
20190712,10:45:00,244.3000000,244.9800000,244.3000000,244.6000000,273340
20190712,10:50:00,244.6000000,244.9300000,244.3600000,244.5000000,452050
20190712,10:55:00,244.5100000,244.7100000,244.2000000,244.3700000,147660
20190712,11:00:00,244.3500000,244.8800000,244.3000000,244.8000000,136570
20190712,11:05:00,244.7600000,245.3000000,244.6500000,245.2000000,292330
20190712,11:10:00,245.1100000,245.2500000,244.8600000,245.1000000,162980
20190712,11:15:00,245.1000000,245.6200000,244.9700000,245.5100000,367910
20190712,11:20:00,245.5100000,245.7000000,245.5000000,245.6700000,244360
20190712,11:25:00,245.6600000,245.7800000,245.5000000,245.7600000,208960
20190712,11:30:00,245.7500000,245.9000000,245.4100000,245.4200000,296250
20190712,11:35:00,245.4600000,245.6000000,245.1400000,245.2300000,192410
20190712,11:40:00,245.1900000,245.3900000,244.9000000,245.3800000,312580
20190712,11:45:00,245.3000000,245.4400000,245.1800000,245.3800000,146040
20190712,11:50:00,245.3100000,245.4400000,244.9000000,245.1700000,162610
20190712,11:55:00,245.1500000,245.2400000,245.0600000,245.1000000,59090
20190712,12:00:00,245.1000000,245.3500000,245.0700000,245.2700000,49670
20190712,12:05:00,245.2000000,245.4900000,245.1700000,245.4900000,96240
20190712,12:10:00,245.4900000,245.4900000,245.2500000,245.3400000,53760
20190712,12:15:00,245.3400000,245.6200000,245.3400000,245.6200000,118560
20190712,12:20:00,245.6200000,245.7000000,245.4000000,245.4600000,79520
20190712,12:25:00,245.4600000,245.4600000,245.1900000,245.3900000,53350
20190712,12:30:00,245.3900000,245.5200000,245.3300000,245.4300000,57620
20190712,12:35:00,245.4300000,245.4800000,245.2600000,245.4400000,58030
20190712,12:40:00,245.4300000,245.5100000,245.3800000,245.4000000,32930
20190712,12:45:00,245.4000000,245.5000000,245.2600000,245.4600000,48270
20190712,12:50:00,245.4500000,245.5000000,244.9100000,245.0000000,262280
20190712,12:55:00,244.9800000,245.0000000,244.6000000,244.7900000,196410
20190712,13:00:00,244.8000000,245.0300000,244.7100000,244.9000000,90780
20190712,13:05:00,244.9000000,244.9700000,244.6900000,244.9700000,135000
20190712,13:10:00,245.0000000,245.2000000,244.9900000,245.0800000,65690
20190712,13:15:00,245.0700000,245.3000000,245.0000000,245.2700000,66180
20190712,13:20:00,245.2700000,245.3800000,245.2500000,245.3400000,61520
20190712,13:25:00,245.3600000,245.4400000,245.2200000,245.3000000,68400
20190712,13:30:00,245.2900000,245.3600000,245.2000000,245.2100000,41030
20190712,13:35:00,245.2700000,245.3400000,245.1500000,245.2900000,50640
20190712,13:40:00,245.3000000,245.3000000,245.1000000,245.1100000,31850
20190712,13:45:00,245.1500000,245.3300000,245.1000000,245.2400000,45960
20190712,13:50:00,245.3000000,245.3600000,245.1800000,245.2500000,43530
20190712,13:55:00,245.2600000,245.3200000,245.0700000,245.1000000,122200
20190712,14:00:00,245.1000000,245.1500000,244.9000000,245.0000000,175500
20190712,14:05:00,245.0000000,245.1000000,244.9700000,245.0800000,47570
20190712,14:10:00,245.0800000,245.0800000,244.8000000,244.8400000,148690
20190712,14:15:00,244.8900000,245.2300000,244.8500000,245.2300000,48380
20190712,14:20:00,245.2300000,245.2900000,245.0000000,245.0400000,87230
20190712,14:25:00,245.0400000,245.1200000,244.8900000,244.9200000,106480
20190712,14:30:00,244.9200000,245.0400000,244.8600000,244.9400000,190260
20190712,14:35:00,244.9400000,245.0400000,244.8700000,244.9700000,229980
20190712,14:40:00,244.9700000,245.4500000,244.9600000,245.4300000,97730
20190712,14:45:00,245.4500000,245.8600000,245.4000000,245.8300000,266210
20190712,14:50:00,245.8300000,245.8400000,245.5000000,245.5000000,82790
20190712,14:55:00,245.5500000,245.6100000,245.3700000,245.4300000,97100
20190712,15:00:00,245.4300000,245.5100000,245.3000000,245.4600000,127390
20190712,15:05:00,245.4600000,245.6600000,245.4300000,245.5400000,57380
20190712,15:10:00,245.5400000,245.5400000,245.3100000,245.3500000,57430
20190712,15:15:00,245.3200000,245.5300000,245.3100000,245.4100000,88390
20190712,15:20:00,245.4000000,245.5600000,245.2100000,245.5600000,109470
20190712,15:25:00,245.5500000,245.6400000,245.5200000,245.6200000,54180
20190712,15:30:00,245.5600000,245.9900000,245.5500000,245.9900000,303490
20190712,15:35:00,245.9900000,246.0500000,245.6400000,245.6700000,403540
20190712,15:40:00,245.6500000,246.0100000,245.5600000,245.9500000,266380
20190712,15:45:00,245.9400000,245.9400000,245.6300000,245.7200000,132870
20190712,15:50:00,245.6400000,245.9100000,245.6300000,245.7300000,57870
20190712,15:55:00,245.7300000,245.8400000,245.6700000,245.8000000,63960
20190712,16:00:00,245.7900000,245.9100000,245.7400000,245.9100000,50140
20190712,16:05:00,245.9100000,246.3400000,245.8400000,246.2700000,198490
20190712,16:10:00,246.2000000,246.2700000,245.9800000,246.0700000,87050
20190712,16:15:00,246.0100000,246.1200000,245.7400000,245.8300000,190500
20190712,16:20:00,245.8300000,246.1100000,245.8300000,246.0800000,179550
20190712,16:25:00,246.0500000,246.0800000,245.8700000,245.9600000,108500
20190712,16:30:00,245.9600000,246.0500000,245.8700000,245.9000000,56390
20190712,16:35:00,245.9000000,245.9800000,245.8000000,245.8600000,71390
20190712,16:40:00,245.8300000,246.1000000,245.4700000,246.1000000,178130
20190712,16:45:00,246.1100000,246.6400000,246.1000000,246.4300000,270080
20190712,16:50:00,246.4300000,246.4800000,246.2400000,246.4000000,127250
20190712,16:55:00,246.4800000,246.5000000,246.2400000,246.4700000,205580
20190712,17:00:00,246.4700000,246.8400000,246.3100000,246.8200000,533930
20190712,17:05:00,246.8200000,246.8400000,246.6000000,246.7500000,175420
20190712,17:10:00,246.7600000,246.8000000,246.4300000,246.5000000,190610
20190712,17:15:00,246.4900000,246.5000000,246.1800000,246.3500000,161620
20190712,17:20:00,246.3400000,246.4500000,246.2500000,246.3900000,88810
20190712,17:25:00,246.3900000,246.3900000,246.2600000,246.2600000,175190
20190712,17:30:00,246.2600000,246.2600000,246.0100000,246.1100000,179110
20190712,17:35:00,246.1100000,246.1500000,246.0100000,246.1500000,159500
20190712,17:40:00,246.1500000,246.2000000,245.8100000,245.8900000,303520
20190712,17:45:00,245.8800000,246.0800000,245.8200000,246.0800000,174860
20190712,17:50:00,246.0500000,246.4500000,246.0500000,246.4300000,238600
20190712,17:55:00,246.4300000,246.4300000,246.0800000,246.2100000,215920
20190712,18:00:00,246.1400000,246.2000000,246.0000000,246.0100000,177060
20190712,18:05:00,246.0200000,246.0800000,245.8500000,245.8900000,201440
20190712,18:10:00,245.9000000,246.0000000,245.6400000,246.0000000,250860
20190712,18:15:00,245.9800000,246.3000000,245.9800000,246.0900000,192870
20190712,18:20:00,246.1200000,246.3200000,246.1200000,246.1500000,147330
20190712,18:25:00,246.1500000,246.2500000,245.9500000,246.1900000,191330
20190712,18:30:00,246.2100000,246.3200000,246.0200000,246.1500000,138280
20190712,18:35:00,246.1700000,246.3300000,246.0000000,246.0900000,312950
20190712,18:40:00,246.0900000,246.3000000,245.9600000,246.0300000,432410
20190712,18:50:00,245.5000000,245.5000000,245.5000000,245.5000000,1194770
20190715,10:05:00,246.9800000,247.4700000,246.0200000,247.2000000,765980
20190715,10:10:00,247.2000000,247.8200000,247.0300000,247.8100000,574390
20190715,10:15:00,247.8400000,248.0800000,246.2700000,246.7800000,1613620
20190715,10:20:00,246.8800000,246.8800000,245.3500000,245.7500000,1257850
20190715,10:25:00,245.8400000,245.9800000,245.1500000,245.1500000,549720
20190715,10:30:00,245.1500000,245.8100000,245.1000000,245.7900000,285010
20190715,10:35:00,245.7400000,246.3400000,245.5500000,245.5700000,460570
20190715,10:40:00,245.5600000,245.6400000,245.3100000,245.3300000,292800
20190715,10:45:00,245.3300000,245.4400000,245.1600000,245.2500000,317940
20190715,10:50:00,245.3000000,245.4000000,245.0500000,245.1600000,310270
20190715,10:55:00,245.1000000,245.1600000,244.3500000,244.6800000,1001100
20190715,11:00:00,244.6800000,245.0900000,244.4000000,245.0900000,205640
20190715,11:05:00,245.0100000,245.4600000,245.0000000,245.0300000,307470
20190715,11:10:00,245.0500000,245.5000000,244.9000000,245.1200000,187460
20190715,11:15:00,245.1100000,245.2900000,245.0000000,245.1400000,129140
20190715,11:20:00,245.0500000,245.0700000,244.7000000,244.7800000,307500
20190715,11:25:00,244.7800000,244.9900000,244.1500000,244.1500000,505170
20190715,11:30:00,244.2000000,244.7100000,244.0000000,244.6800000,437830
20190715,11:35:00,244.6200000,244.9700000,244.3200000,244.8200000,169900
20190715,11:40:00,244.8200000,245.1300000,244.3800000,244.4400000,233620
20190715,11:45:00,244.4400000,244.5400000,244.2000000,244.5400000,303130
20190715,11:50:00,244.4500000,244.9600000,244.2000000,244.9600000,255280
20190715,11:55:00,244.9000000,245.0000000,244.3700000,244.6500000,133350
20190715,12:00:00,244.6300000,244.6900000,244.3700000,244.3700000,42650
20190715,12:05:00,244.4200000,244.5900000,244.3700000,244.5000000,92400
20190715,12:10:00,244.4500000,244.6500000,244.3800000,244.5900000,136720
20190715,12:15:00,244.5900000,245.7000000,244.5900000,245.3500000,498210
20190715,12:20:00,245.3200000,245.3500000,244.9900000,245.1400000,57550
20190715,12:25:00,245.1400000,245.2400000,244.7000000,244.7400000,212050
20190715,12:30:00,244.7000000,245.1100000,244.6100000,244.6100000,154570
20190715,12:35:00,244.6100000,244.9000000,244.3900000,244.4000000,181040
20190715,12:40:00,244.4000000,244.4800000,244.1200000,244.3200000,303350
20190715,12:45:00,244.2300000,244.4100000,244.0600000,244.1500000,264050
20190715,12:50:00,244.1100000,244.1300000,243.3300000,243.4200000,904440
20190715,12:55:00,243.4500000,243.9600000,243.4100000,243.9500000,303260
20190715,13:00:00,243.8900000,243.9100000,243.5100000,243.7800000,160030
20190715,13:05:00,243.8000000,243.9500000,243.6400000,243.9300000,119870
20190715,13:10:00,243.8500000,244.6300000,243.8100000,244.6300000,377440
20190715,13:15:00,244.6300000,244.8600000,244.4500000,244.6500000,188150
20190715,13:20:00,244.6500000,244.7400000,244.3400000,244.6900000,169510
20190715,13:25:00,244.6800000,244.8000000,244.5200000,244.6200000,63840
20190715,13:30:00,244.6300000,244.7000000,244.4400000,244.5500000,51810
20190715,13:35:00,244.5500000,244.5900000,244.3700000,244.5200000,62210
20190715,13:40:00,244.4700000,244.6300000,244.2100000,244.3800000,102420
20190715,13:45:00,244.2700000,244.3900000,244.0600000,244.2700000,159580
20190715,13:50:00,244.2600000,244.3000000,244.0100000,244.0600000,97260
20190715,13:55:00,244.0600000,244.2400000,244.0100000,244.1000000,60960
20190715,14:00:00,244.1000000,244.3000000,244.0200000,244.3000000,83760
20190715,14:05:00,244.2700000,244.3000000,244.1600000,244.2000000,18990
20190715,14:10:00,244.2000000,244.4300000,244.0000000,244.0900000,175580
20190715,14:15:00,244.1000000,244.1300000,243.9100000,243.9700000,176220
20190715,14:20:00,243.9600000,244.0500000,243.9000000,243.9600000,37930
20190715,14:25:00,243.9600000,244.0000000,243.9000000,243.9300000,44250
20190715,14:30:00,244.0000000,244.0300000,243.9300000,243.9700000,36820
20190715,14:35:00,243.9600000,244.0800000,243.8900000,243.9700000,46980
20190715,14:40:00,244.0000000,244.0000000,243.7400000,243.9000000,145560
20190715,14:45:00,243.9000000,243.9600000,243.8600000,243.9500000,24830
20190715,14:50:00,243.9400000,244.3200000,243.8700000,244.2400000,142530
20190715,14:55:00,244.2300000,244.5300000,244.0300000,244.4100000,83270
20190715,15:00:00,244.4100000,244.7000000,244.2900000,244.6800000,87310
20190715,15:05:00,244.6800000,244.7500000,244.4100000,244.4500000,85030
20190715,15:10:00,244.4500000,244.8800000,244.4300000,244.7600000,195670
20190715,15:15:00,244.8200000,244.8300000,244.6900000,244.7600000,43930
20190715,15:20:00,244.7600000,244.8400000,244.4800000,244.5700000,91760
20190715,15:25:00,244.5700000,244.8200000,244.5700000,244.6500000,82810
20190715,15:30:00,244.7000000,244.7000000,244.3400000,244.3500000,87570
20190715,15:35:00,244.3800000,244.4300000,244.2700000,244.3900000,29490
20190715,15:40:00,244.3900000,244.8000000,244.3600000,244.7700000,89170
20190715,15:45:00,244.7700000,244.8200000,244.6200000,244.6400000,88000
20190715,15:50:00,244.6500000,244.9400000,244.6500000,244.8000000,86950
20190715,15:55:00,244.8000000,245.2200000,244.6800000,244.8300000,490640
20190715,16:00:00,244.8000000,244.9000000,244.6000000,244.6400000,193320
20190715,16:05:00,244.6100000,244.8000000,244.5400000,244.7400000,108510
20190715,16:10:00,244.7100000,244.8900000,244.1200000,244.2000000,432510
20190715,16:15:00,244.2000000,244.2600000,244.1400000,244.2500000,101590
20190715,16:20:00,244.2200000,244.4400000,244.2000000,244.3400000,49930
20190715,16:25:00,244.3400000,244.5900000,244.3400000,244.4600000,46740
20190715,16:30:00,244.4100000,244.5200000,244.2500000,244.3300000,108140
20190715,16:35:00,244.4000000,244.4000000,243.7400000,243.9200000,794440
20190715,16:40:00,243.9200000,243.9200000,243.5200000,243.5700000,497860
20190715,16:45:00,243.6000000,243.7200000,243.4000000,243.6000000,438170
20190715,16:50:00,243.5800000,243.6500000,243.1000000,243.2200000,540840
20190715,16:55:00,243.1600000,243.1600000,242.7300000,242.8700000,777750
20190715,17:00:00,242.8700000,242.9800000,242.3000000,242.3900000,527180
20190715,17:05:00,242.3500000,242.7900000,242.3000000,242.3400000,652230
20190715,17:10:00,242.3400000,242.6500000,242.2000000,242.3500000,268610
20190715,17:15:00,242.3000000,242.3800000,241.5500000,241.7000000,1127850
20190715,17:20:00,241.7200000,241.7900000,241.3000000,241.5000000,875640
20190715,17:25:00,241.5000000,241.7000000,241.1300000,241.5500000,602430
20190715,17:30:00,241.6000000,241.8600000,241.4600000,241.6000000,617660
20190715,17:35:00,241.6200000,241.6900000,241.5000000,241.5900000,451500
20190715,17:40:00,241.5400000,242.0700000,241.5300000,241.6100000,506290
20190715,17:45:00,241.6400000,241.8500000,241.5800000,241.6600000,425120
20190715,17:50:00,241.6600000,242.0000000,241.6000000,241.8500000,389220
20190715,17:55:00,241.8500000,242.2800000,241.7600000,242.1700000,711540
20190715,18:00:00,242.1700000,242.1900000,241.5800000,241.6400000,757430
20190715,18:05:00,241.6500000,241.7800000,241.6100000,241.7000000,261580
20190715,18:10:00,241.7300000,241.7300000,241.3500000,241.3600000,713860
20190715,18:15:00,241.3700000,241.3800000,240.8300000,240.8900000,719020
20190715,18:20:00,240.8700000,240.9300000,240.6300000,240.8400000,550770
20190715,18:25:00,240.8400000,240.8400000,240.2700000,240.4500000,949550
20190715,18:30:00,240.4700000,240.5000000,240.1000000,240.2500000,916740
20190715,18:35:00,240.2500000,240.4800000,240.1000000,240.4800000,590950
20190715,18:40:00,240.4600000,240.4900000,240.2600000,240.3000000,405660
20190715,18:50:00,240.3000000,240.3000000,240.3000000,240.3000000,1000710
20190716,10:05:00,240.1000000,240.4000000,238.5500000,238.9500000,1859090
20190716,10:10:00,238.9500000,239.0000000,237.7100000,238.1600000,1580170
20190716,10:15:00,238.1600000,238.3000000,237.4100000,238.1000000,1100170
20190716,10:20:00,238.2000000,238.9600000,238.1000000,238.6800000,694620
20190716,10:25:00,238.6900000,239.7000000,238.6300000,239.5500000,1285520
20190716,10:30:00,239.6000000,239.6600000,238.8000000,238.9000000,534590
20190716,10:35:00,238.8800000,239.1000000,238.2700000,238.3000000,1008100
20190716,10:40:00,238.3000000,238.9900000,238.2500000,238.8700000,274930
20190716,10:45:00,238.8800000,238.9500000,238.4600000,238.4700000,383220
20190716,10:50:00,238.4800000,238.7900000,237.4100000,238.1000000,770460
20190716,10:55:00,238.1300000,238.7000000,238.0100000,238.2500000,243290
20190716,11:00:00,238.2500000,238.5800000,238.0100000,238.4000000,262330
20190716,11:05:00,238.4500000,238.8000000,238.1400000,238.4200000,221440
20190716,11:10:00,238.4200000,238.6700000,238.1800000,238.5300000,183180
20190716,11:15:00,238.5300000,238.6700000,238.2500000,238.3900000,307910
20190716,11:20:00,238.4700000,238.6700000,238.1400000,238.2400000,295530
20190716,11:25:00,238.2000000,238.3400000,237.8100000,238.1300000,418880
20190716,11:30:00,238.0100000,238.5300000,238.0100000,238.5300000,275510
20190716,11:35:00,238.4600000,238.9000000,238.1800000,238.5700000,274880
20190716,11:40:00,238.5700000,238.7000000,238.0600000,238.3300000,343260
20190716,11:45:00,238.3700000,238.7200000,238.3700000,238.4600000,153330
20190716,11:50:00,238.4600000,238.4600000,238.1400000,238.2000000,197560
20190716,11:55:00,238.2100000,238.2700000,238.0600000,238.2700000,164440
20190716,12:00:00,238.2100000,238.2700000,237.8100000,238.0900000,361620
20190716,12:05:00,238.0900000,238.1500000,237.8800000,238.0000000,480610
20190716,12:10:00,238.0500000,238.6200000,238.0500000,238.2100000,351890
20190716,12:15:00,238.2100000,238.3100000,238.1500000,238.2200000,102250
20190716,12:20:00,238.2200000,238.3000000,238.1400000,238.1400000,220660
20190716,12:25:00,238.1400000,238.3600000,238.1000000,238.1900000,222470
20190716,12:30:00,238.1900000,238.2400000,237.8900000,237.9600000,237960
20190716,12:35:00,237.9600000,237.9600000,237.8800000,237.8900000,57640
20190716,12:40:00,237.8900000,237.9600000,237.6400000,237.7600000,401050
20190716,12:45:00,237.7500000,237.9600000,237.7400000,237.8200000,238480
20190716,12:50:00,237.8200000,237.8500000,237.7500000,237.8300000,98690
20190716,12:55:00,237.8300000,237.9000000,237.7900000,237.8500000,86850
20190716,13:00:00,237.8500000,238.4900000,237.8500000,238.4200000,349580
20190716,13:05:00,238.4000000,238.4700000,238.0000000,238.0800000,137870
20190716,13:10:00,238.0800000,238.1500000,237.9200000,237.9500000,158770
20190716,13:15:00,237.9400000,238.0500000,237.8200000,237.9800000,196160
20190716,13:20:00,237.9000000,238.1700000,237.8600000,238.0300000,60240
20190716,13:25:00,238.0300000,238.1100000,237.9600000,238.0500000,42080
20190716,13:30:00,238.0500000,238.1000000,237.9700000,237.9700000,43190
20190716,13:35:00,237.9700000,238.1000000,237.8700000,237.8900000,112570
20190716,13:40:00,237.8800000,237.9800000,237.8000000,237.8300000,84080
20190716,13:45:00,237.8300000,237.9200000,237.7100000,237.7300000,152490
20190716,13:50:00,237.7100000,237.8900000,237.7000000,237.8100000,141120
20190716,13:55:00,237.8100000,237.8800000,237.6100000,237.6400000,250660
20190716,14:00:00,237.6300000,237.7200000,237.4700000,237.4800000,514460
20190716,14:05:00,237.4900000,237.5800000,237.4100000,237.4300000,216100
20190716,14:10:00,237.4300000,237.4900000,237.1000000,237.1000000,347300
20190716,14:15:00,237.1200000,237.3000000,236.8600000,237.1900000,878370
20190716,14:20:00,237.1900000,237.4500000,236.9200000,237.4200000,258010
20190716,14:25:00,237.4000000,237.4700000,237.0500000,237.3100000,230250
20190716,14:30:00,237.2500000,237.4500000,237.2400000,237.3900000,70890
20190716,14:35:00,237.4500000,237.5300000,237.0800000,237.1100000,159050
20190716,14:40:00,237.1200000,237.2300000,237.0000000,237.0300000,197680
20190716,14:45:00,237.0200000,237.1100000,236.9600000,237.0900000,261050
20190716,14:50:00,237.0600000,237.1400000,237.0000000,237.0700000,133670
20190716,14:55:00,237.0800000,237.1300000,237.0500000,237.0600000,53530
20190716,15:00:00,237.0600000,237.1900000,237.0000000,237.0900000,197730
20190716,15:05:00,237.0700000,237.3400000,237.0200000,237.2300000,220860
20190716,15:10:00,237.2300000,237.2500000,237.0700000,237.1100000,46080
20190716,15:15:00,237.1100000,237.1900000,237.0000000,237.1100000,279440
20190716,15:20:00,237.1200000,237.1500000,237.0100000,237.1000000,163010
20190716,15:25:00,237.1100000,237.1100000,237.0100000,237.0500000,105270
20190716,15:30:00,237.0500000,237.1000000,236.8000000,236.8000000,351430
20190716,15:35:00,236.8000000,236.8800000,236.5000000,236.6600000,432220
20190716,15:40:00,236.6600000,236.6900000,236.0400000,236.4200000,537930
20190716,15:45:00,236.4200000,236.7200000,236.2700000,236.5100000,140510
20190716,15:50:00,236.5200000,236.6100000,236.3800000,236.4700000,134090
20190716,15:55:00,236.4600000,236.4800000,236.2100000,236.3100000,137160
20190716,16:00:00,236.3100000,236.3900000,236.1300000,236.2500000,313140
20190716,16:05:00,236.2500000,236.2700000,235.8300000,236.1600000,688960
20190716,16:10:00,236.2300000,236.4000000,236.0000000,236.0900000,146690
20190716,16:15:00,236.0900000,236.4500000,236.0800000,236.3500000,128390
20190716,16:20:00,236.3500000,236.4200000,236.3500000,236.3600000,104880
20190716,16:25:00,236.3600000,236.5400000,236.3300000,236.3600000,289970
20190716,16:30:00,236.3600000,236.3900000,236.2100000,236.2700000,198970
20190716,16:35:00,236.2700000,236.5000000,236.1700000,236.4700000,241700
20190716,16:40:00,236.4800000,236.6600000,236.4500000,236.6000000,250290
20190716,16:45:00,236.5800000,236.8700000,236.5600000,236.8200000,335130
20190716,16:50:00,236.8200000,236.8600000,236.5600000,236.6200000,267530
20190716,16:55:00,236.5700000,236.6500000,236.5000000,236.5100000,305560
20190716,17:00:00,236.5100000,236.5700000,236.3000000,236.3100000,327960
20190716,17:05:00,236.3100000,236.5000000,236.3100000,236.4100000,102450
20190716,17:10:00,236.4100000,236.8800000,236.3500000,236.8600000,728150
20190716,17:15:00,236.8700000,236.9800000,236.5000000,236.5700000,667980
20190716,17:20:00,236.6800000,236.7900000,236.5200000,236.6600000,139060
20190716,17:25:00,236.6300000,236.9400000,236.6000000,236.6800000,285430
20190716,17:30:00,236.6800000,236.8800000,236.4700000,236.7500000,285540
20190716,17:35:00,236.7500000,237.1700000,236.7500000,237.1500000,499410
20190716,17:40:00,237.1400000,237.2800000,237.0000000,237.2200000,289530
20190716,17:45:00,237.2200000,237.8500000,237.2200000,237.8500000,861580
20190716,17:50:00,237.8500000,238.3000000,237.6000000,237.6000000,1110120
20190716,17:55:00,237.6100000,237.7800000,237.1100000,237.3800000,417330
20190716,18:00:00,237.3800000,237.6700000,237.3500000,237.4500000,338470
20190716,18:05:00,237.4500000,237.8900000,237.4500000,237.8800000,283320
20190716,18:10:00,237.8800000,238.3800000,237.6800000,237.7700000,862520
20190716,18:15:00,237.7700000,237.8500000,237.5600000,237.8000000,323140
20190716,18:20:00,237.7900000,238.0000000,237.7700000,237.9200000,389090
20190716,18:25:00,237.9000000,237.9500000,237.8300000,237.9100000,347050
20190716,18:30:00,237.8800000,237.9000000,237.6000000,237.6800000,620830
20190716,18:35:00,237.6600000,237.6800000,237.1400000,237.4600000,1646020
20190716,18:40:00,237.4300000,237.8200000,237.2000000,237.4100000,1654680
20190716,18:50:00,238.0100000,238.0100000,238.0100000,238.0100000,1869720
20190717,10:05:00,223.5600000,224.0300000,222.2100000,222.7000000,3073550
20190717,10:10:00,222.8000000,222.8600000,221.2300000,221.5000000,2510740
20190717,10:15:00,221.5000000,221.9200000,220.7200000,221.3700000,1521630
20190717,10:20:00,221.3600000,221.7300000,221.1200000,221.6400000,889800
20190717,10:25:00,221.6100000,221.6500000,220.7700000,221.2100000,1213560
20190717,10:30:00,221.2100000,221.4000000,221.1000000,221.4000000,517350
20190717,10:35:00,221.4000000,221.4000000,220.5200000,221.1300000,1054310
20190717,10:40:00,221.1200000,221.2900000,220.6300000,220.7000000,724960
20190717,10:45:00,220.7200000,220.7700000,219.8000000,220.2900000,2588600
20190717,10:50:00,220.2500000,220.3000000,219.2200000,219.5200000,1164800
20190717,10:55:00,219.6100000,219.8000000,219.4500000,219.6000000,444160
20190717,11:00:00,219.5600000,219.9000000,219.2000000,219.6000000,1044250
20190717,11:05:00,219.6200000,220.4400000,219.5500000,220.1100000,631880
